YEAR,BUYING_DEALER,TOKEN_DONE,SUM_BID_AT_BOUGHT,AVG_BID_AT_BOUGHT,RECENT_BUY_DATE
2020,72280,4,935981,233995.3,2020-05-24
2020,75309,3,177300,59100.0,2020-12-15
2023,116106,1,404700,404700.0,2023-09-23
2022,61147,36,2459871,68329.8,2022-12-29
2020,70152,75,16453282,219377.1,2020-12-31
2023,70715,17,1776444,104496.7,2023-12-03
2024,89965,6,2964800,494133.3,2024-03-16
2021,99008,5,1343703,268740.6,2021-10-17
2017,55753,39,9461600,242605.1,2017-12-25
2019,61758,4,546600,136650.0,2019-04-09
2023,74245,5,1171200,234240.0,2023-09-16
2024,120410,17,1729000,101705.9,2024-05-07
2022,91730,27,12793387,473829.1,2022-12-28
2021,94362,6,403771,67295.2,2021-11-06
2021,86315,3,3805705,1268568.3,2021-05-29
2022,117023,1,180530,180530.0,2022-10-12
2022,103764,9,3178949,353216.6,2022-10-31
2019,60037,6,837900,139650.0,2019-01-19
2018,58531,1,130000,130000.0,2018-10-14
2021,55754,11,5503389,500308.1,2021-11-29
2022,59615,10,4421013,442101.3,2022-11-30
2022,87398,12,2738145,228178.8,2022-11-27
2017,53841,31,15811305,510042.1,2017-12-31
2022,99078,73,26126873,357902.4,2022-12-29
2022,102232,20,826798,41339.9,2022-11-23
2022,66186,8,1258960,157370.0,2022-10-22
2021,99843,7,1299580,185654.3,2021-12-07
2024,86008,12,2866500,238875.0,2024-05-05
2022,67965,37,7290358,197036.7,2022-12-27
2023,70676,12,4870021,405835.1,2023-12-14
2020,70669,16,1994833,124677.1,2020-11-22
2024,104048,3,263300,87766.7,2024-05-09
2022,89003,16,5536344,346021.5,2022-12-16
2023,84507,31,2841267,91653.8,2023-12-29
2024,120661,15,6540543,436036.2,2024-05-01
2023,95203,10,1888068,188806.8,2023-06-27
2023,93109,12,1166078,97173.2,2023-12-21
2023,55426,3,376000,125333.3,2023-05-15
2024,93930,42,4415000,105119.0,2024-05-11
2019,61407,20,2970000,148500.0,2019-10-02
2024,74289,7,3047000,435285.7,2024-05-01
2023,66612,41,13477529,328720.2,2023-12-20
2020,70735,4,326114,81528.5,2020-12-27
2020,63033,5,1136649,227329.8,2020-12-12
2023,103387,7,3366300,480900.0,2023-12-04
2019,57430,13,4081564,313966.5,2019-11-25
2020,78867,5,2189521,437904.2,2020-12-20
2021,88148,9,2341444,260160.4,2021-06-21
2019,55630,5,709000,141800.0,2019-03-11
2020,72254,8,1275729,159466.1,2020-09-20
2024,123827,2,179200,89600.0,2024-02-09
2020,61465,83,17775140,214158.3,2020-12-30
2023,54632,23,6736470,292890.0,2023-12-22
2019,53348,3,2353610,784536.7,2019-03-17
2019,60864,12,3199670,266639.2,2019-08-25
2022,97111,18,4841858,268992.1,2022-12-23
2022,101087,7,1818400,259771.4,2022-07-28
2021,65948,21,2999800,142847.6,2021-12-22
2021,88910,9,2479049,275449.9,2021-10-11
2024,98853,19,7171100,377426.3,2024-05-01
2018,55227,26,7616522,292943.2,2018-08-19
2021,66900,9,5342453,593605.9,2021-11-25
2021,67108,12,1769206,147433.8,2021-08-19
2021,84447,10,984345,98434.5,2021-12-31
2021,59559,22,8846201,402100.0,2021-11-30
2019,66119,43,4891619,113758.6,2019-12-28
2023,109875,18,3504349,194686.1,2023-12-13
2018,55783,35,3696755,105621.6,2018-12-23
2023,118317,3,274400,91466.7,2023-06-09
2021,88464,18,12926058,718114.3,2021-12-13
2022,64093,10,11897990,1189799.0,2022-11-16
2024,89642,17,1412300,83076.5,2024-05-03
2023,61968,14,2446953,174782.4,2023-12-13
2023,70319,23,6079349,264319.5,2023-12-17
2024,96579,7,2903800,414828.6,2024-05-13
2024,123311,12,2896700,241391.7,2024-04-28
2020,71053,30,5198078,173269.3,2020-12-27
2024,93227,8,1993800,249225.0,2024-05-02
2024,113863,12,2074384,172865.3,2024-04-20
2021,64918,2,634894,317447.0,2021-11-23
2023,87402,7,1838742,262677.4,2023-09-21
2021,77097,6,706499,117749.8,2021-08-29
2024,90340,14,5427500,387678.6,2024-04-29
2023,104012,14,515445,36817.5,2023-12-26
2022,83744,5,891800,178360.0,2022-11-21
2024,93514,11,5437200,494290.9,2024-05-12
2020,82532,3,94100,31366.7,2020-09-30
2023,108935,28,5012744,179026.6,2023-12-31
2019,55497,15,2679785,178652.3,2019-12-24
2022,57363,7,877700,125385.7,2022-11-02
2018,57480,19,3248147,170955.1,2018-12-31
2021,74761,2,124000,62000.0,2021-05-23
2020,74909,2,587063,293531.5,2020-07-04
2024,77499,16,7052875,440804.7,2024-05-03
2020,82135,7,566800,80971.4,2020-12-25
2022,112246,15,3693420,246228.0,2022-12-30
2022,104140,7,1048500,149785.7,2022-05-21
2022,100367,16,1752342,109521.4,2022-12-30
2019,64917,6,582815,97135.8,2019-08-24
2021,86201,18,6803042,377946.8,2021-12-10
2021,79106,8,905400,113175.0,2021-08-05
2024,92934,2,362900,181450.0,2024-04-24
2024,59039,2,1934332,967166.0,2024-02-27
2021,60309,12,862084,71840.3,2021-11-12
2020,71513,8,3112376,389047.0,2020-11-25
2020,60325,4,1419934,354983.5,2020-03-04
2024,123928,7,1675456,239350.9,2024-02-08
2024,85469,14,6562781,468770.1,2024-03-06
2019,57182,9,3306495,367388.3,2019-06-21
2021,95470,4,1513000,378250.0,2021-11-08
2024,124721,12,3602100,300175.0,2024-02-28
2023,58419,6,1752812,292135.3,2023-12-09
2023,102567,5,2273084,454616.8,2023-08-28
2023,110931,16,2578695,161168.4,2023-12-22
2023,101661,8,1459208,182401.0,2023-09-17
2023,122516,1,621300,621300.0,2023-12-04
2022,72695,57,6791207,119144.0,2022-12-29
2017,22209,1,200000,200000.0,2017-05-22
2023,52277,16,5309358,331834.9,2023-10-30
2021,80917,25,6587359,263494.4,2021-12-24
2021,107187,2,337054,168527.0,2021-12-15
2024,77216,1,104000,104000.0,2024-02-12
2019,69053,5,279877,55975.4,2019-11-26
2023,64080,25,11075246,443009.8,2023-12-17
2021,63791,11,1680008,152728.0,2021-11-06
2021,79602,16,5633154,352072.1,2021-11-03
2022,66077,16,5640724,352545.3,2022-11-30
2020,68799,5,1151518,230303.6,2020-11-01
2021,89734,6,1419330,236555.0,2021-11-10
2022,111628,4,952500,238125.0,2022-11-02
2023,99330,16,3001406,187587.9,2023-11-20
2019,66120,7,516000,73714.3,2019-09-03
2021,75466,21,3838508,182786.1,2021-12-19
2024,57071,2,586700,293350.0,2024-04-11
2019,61527,9,2520770,280085.6,2019-11-25
2019,62458,21,4616240,219821.0,2019-12-13
2024,120809,10,4095600,409560.0,2024-05-11
2023,62839,11,3579228,325384.4,2023-12-15
2020,68887,5,2230434,446086.8,2020-10-21
2023,120046,6,603600,100600.0,2023-10-23
2021,93331,4,148250,37062.5,2021-04-15
2019,67396,11,2955025,268638.6,2019-08-24
2018,53781,32,4725000,147656.3,2018-09-14
2024,112414,12,2197400,183116.7,2024-04-29
2020,55679,10,558175,55817.5,2020-12-27
2022,77871,6,2159960,359993.3,2022-08-30
2024,85767,17,10712426,630142.7,2024-05-11
2021,84422,19,2294990,120788.9,2021-12-03
2021,72342,2,395604,197802.0,2021-07-04
2020,71599,5,241475,48295.0,2020-11-02
2023,67026,18,9759668,542203.8,2023-11-27
2021,89676,5,948154,189630.8,2021-10-16
2023,117706,36,6409250,178034.7,2023-12-27
2024,57658,1,385700,385700.0,2024-01-26
2022,86207,12,2208392,184032.7,2022-11-29
2024,122563,3,410500,136833.3,2024-04-25
2024,114300,10,2674400,267440.0,2024-04-29
2022,114979,3,280600,93533.3,2022-07-25
2018,59108,2,359000,179500.0,2018-12-19
2019,55296,9,1123755,124861.7,2019-05-04
2019,60168,10,1011675,101167.5,2019-11-02
2020,76109,10,701304,70130.4,2020-12-05
2019,55584,7,939000,134142.9,2019-10-13
2021,86261,2,776653,388326.5,2021-04-09
2021,69840,6,1656064,276010.7,2021-09-18
2020,66151,7,3880331,554333.0,2020-12-30
2022,86634,2,104400,52200.0,2022-09-18
2021,63459,8,2458862,307357.8,2021-12-11
2021,84334,1,156000,156000.0,2021-01-24
2019,68067,7,983000,140428.6,2019-12-19
2020,66892,9,2196437,244048.6,2020-12-30
2019,57007,35,14086345,402467.0,2019-12-27
2023,66836,4,1871903,467975.8,2023-12-19
2024,62190,11,5109560,464505.5,2024-05-04
2021,69675,18,6792759,377375.5,2021-12-28
2019,58232,8,1011432,126429.0,2019-11-30
2024,83130,6,1930600,321766.7,2024-04-16
2019,22494,2,956000,478000.0,2019-10-14
2022,111579,5,570750,114150.0,2022-09-12
2024,68067,9,1125600,125066.7,2024-05-05
2019,62330,14,3214845,229631.8,2019-06-18
2023,114499,9,3507476,389719.6,2023-09-16
2023,87706,3,716500,238833.3,2023-09-18
2022,115548,5,1868900,373780.0,2022-12-01
2020,59288,25,8831873,353274.9,2020-12-10
2020,67187,10,597941,59794.1,2020-12-24
2023,68975,1,154699,154699.0,2023-08-12
2020,57094,15,3712371,247491.4,2020-12-30
2021,81007,34,9409121,276738.9,2021-12-29
2024,68859,4,844900,211225.0,2024-01-06
2023,75890,2,178262,89131.0,2023-02-20
2021,60586,9,783485,87053.9,2021-12-06
2020,72903,15,3960321,264021.4,2020-11-08
2021,94395,1,330000,330000.0,2021-09-07
2020,80487,13,2667941,205226.2,2020-12-11
2021,57460,1,280052,280052.0,2021-01-09
2019,67968,4,684135,171033.8,2019-11-25
2023,65345,17,8739103,514064.9,2023-12-25
2023,88558,4,3717955,929488.8,2023-10-11
2024,105717,9,3294700,366077.8,2024-04-06
2024,94170,10,3580500,358050.0,2024-05-09
2020,64987,5,651108,130221.6,2020-10-18
2021,55606,21,3253305,154919.3,2021-12-18
2022,110499,1,142842,142842.0,2022-03-05
2021,55744,1,245700,245700.0,2021-03-29
2022,112745,7,521800,74542.9,2022-12-04
2019,58287,4,201360,50340.0,2019-03-04
2021,63984,15,5462923,364194.9,2021-12-30
2018,57307,14,4327000,309071.4,2018-07-19
2021,93045,3,261597,87199.0,2021-10-08
2018,58114,6,2082000,347000.0,2018-12-09
2019,60746,4,666000,166500.0,2019-12-31
2021,90569,4,2175214,543803.5,2021-10-10
2021,80641,11,1401992,127453.8,2021-09-04
2022,63801,2,170371,85185.5,2022-02-28
2023,118993,9,4010142,445571.3,2023-12-30
2024,125802,11,1543500,140318.2,2024-05-11
2020,75389,9,1846554,205172.7,2020-11-01
2017,10522,28,4708711,168168.3,2017-12-31
2024,122435,4,1311900,327975.0,2024-02-11
2021,92312,11,2870301,260936.5,2021-12-17
2021,55296,3,916400,305466.7,2021-07-19
2022,93773,1,121374,121374.0,2022-11-06
2019,55311,30,4303531,143451.0,2019-12-25
2021,91214,3,563000,187666.7,2021-04-09
2023,116136,37,9192526,248446.6,2023-12-29
2021,61649,7,1780750,254392.9,2021-08-01
2022,106035,16,3338782,208673.9,2022-11-22
2019,55489,12,2495962,207996.8,2019-12-27
2023,103566,9,1880236,208915.1,2023-12-24
2023,102888,10,5134453,513445.3,2023-12-29
2019,67997,12,2724528,227044.0,2019-12-15
2023,83600,11,2585840,235076.4,2023-12-06
2019,66677,2,988000,494000.0,2019-08-22
2021,82894,19,3885851,204518.5,2021-10-09
2022,57621,3,711600,237200.0,2022-06-14
2021,87116,1,205600,205600.0,2021-11-15
2021,86361,4,481370,120342.5,2021-11-30
2018,57194,10,2208222,220822.2,2018-09-23
2022,112452,10,4313343,431334.3,2022-12-31
2020,71260,24,3682513,153438.0,2020-12-31
2020,59339,3,397321,132440.3,2020-03-01
2023,117789,2,2173505,1086752.5,2023-02-28
2023,109642,8,2017000,252125.0,2023-06-14
2024,57531,6,1906500,317750.0,2024-04-26
2020,55311,24,3793357,158056.5,2020-12-17
2024,112691,1,114000,114000.0,2024-03-29
2024,60572,18,5237300,290961.1,2024-04-07
2023,86407,13,2193209,168708.4,2023-11-21
2023,115064,12,996890,83074.2,2023-12-29
2022,107088,4,1947815,486953.8,2022-03-28
2021,68808,7,877894,125413.4,2021-08-30
2021,87532,5,1645788,329157.6,2021-06-07
2022,99043,36,14114506,392069.6,2022-12-01
2021,88107,13,1670320,128486.2,2021-03-24
2022,115876,7,1782675,254667.9,2022-11-30
2017,55778,16,4637020,289813.8,2017-12-31
2022,84680,7,1341556,191650.9,2022-08-28
2023,117563,43,12442875,289369.2,2023-12-23
2024,62342,2,122200,61100.0,2024-05-01
2023,102932,20,1776917,88845.9,2023-12-19
2022,94280,1,158300,158300.0,2022-02-05
2021,88085,22,3614901,164313.7,2021-10-16
2022,107140,1,2372791,2372791.0,2022-06-05
2020,57400,5,2204775,440955.0,2020-03-02
2020,58391,9,681517,75724.1,2020-10-10
2019,71447,2,458745,229372.5,2019-12-27
2019,58236,1,229000,229000.0,2019-06-19
2023,80699,12,7779050,648254.2,2023-08-29
2023,116135,2,1158100,579050.0,2023-05-25
2019,70698,4,966885,241721.3,2019-12-30
2021,103347,20,4807518,240375.9,2021-12-29
2019,71345,1,155000,155000.0,2019-12-22
2020,68184,2,439960,219980.0,2020-02-23
2021,63012,34,8189245,240860.1,2021-12-29
2021,101142,11,947660,86150.9,2021-11-30
2023,88480,1,935201,935201.0,2023-02-06
2021,88261,5,1167700,233540.0,2021-09-22
2022,60194,7,1400569,200081.3,2022-12-02
2024,99649,9,5992200,665800.0,2024-04-23
2024,98567,2,499600,249800.0,2024-05-11
2022,62258,5,1372161,274432.2,2022-11-26
2024,91179,13,6665700,512746.2,2024-04-28
2022,107781,28,15652525,559018.8,2022-12-28
2022,81007,21,7058061,336098.1,2022-12-23
2024,101060,5,303000,60600.0,2024-04-25
2023,89294,11,5911490,537408.2,2023-12-31
2018,55769,27,5396876,199884.3,2018-11-17
2021,97328,24,1350862,56285.9,2021-12-03
2019,65974,14,4302000,307285.7,2019-12-04
2022,100762,1,182500,182500.0,2022-01-23
2023,84387,2,207900,103950.0,2023-11-26
2022,66052,8,1313552,164194.0,2022-12-12
2020,65025,17,4360712,256512.5,2020-12-19
2021,58869,9,3942141,438015.7,2021-11-02
2023,88752,22,3010775,136853.4,2023-12-29
2021,96708,5,2123206,424641.2,2021-08-24
2021,77457,2,313000,156500.0,2021-11-24
2024,105432,2,975100,487550.0,2024-02-29
2021,87622,18,3477171,193176.2,2021-12-30
2020,82998,27,4972557,184168.8,2020-12-18
2022,96905,2,677400,338700.0,2022-10-14
2021,86860,5,825341,165068.2,2021-10-16
2022,69048,35,7721202,220605.8,2022-12-08
2018,57360,6,520000,86666.7,2018-12-31
2023,119620,8,872940,109117.5,2023-12-05
2022,117486,1,437754,437754.0,2022-10-27
2024,108934,2,358900,179450.0,2024-04-25
2020,57090,19,1918503,100973.8,2020-12-26
2024,76084,3,2015900,671966.7,2024-02-29
2024,58982,4,1215600,303900.0,2024-03-29
2022,71436,7,1539186,219883.7,2022-09-09
2019,63824,16,355520,22220.0,2019-07-03
2023,93936,6,1364106,227351.0,2023-11-08
2024,57620,3,1307300,435766.7,2024-04-22
2021,87230,6,1219399,203233.2,2021-02-13
2022,96609,4,733300,183325.0,2022-06-08
2022,74129,9,2824476,313830.7,2022-08-29
2019,64870,12,2931000,244250.0,2019-11-29
2020,68401,6,458400,76400.0,2020-12-20
2019,70269,3,728000,242666.7,2019-12-30
2021,81905,16,7502280,468892.5,2021-12-21
2020,62795,8,1606075,200759.4,2020-11-17
2021,97126,6,1054748,175791.3,2021-09-21
2023,59876,8,1238171,154771.4,2023-12-11
2022,80800,15,2275282,151685.5,2022-12-21
2024,124234,14,1926000,137571.4,2024-05-12
2024,124771,10,3752900,375290.0,2024-04-29
2020,59668,10,1237810,123781.0,2020-12-21
2024,65655,20,2193900,109695.0,2024-05-10
2024,120767,16,1509700,94356.3,2024-04-16
2023,91911,9,1636001,181777.9,2023-04-04
2020,67423,5,1292723,258544.6,2020-12-15
2019,61020,17,2888909,169935.8,2019-12-19
2017,54026,4,463555,115888.8,2017-07-30
2022,71774,6,2899502,483250.3,2022-12-29
2022,60057,14,7785230,556087.9,2022-12-29
2021,92252,7,1908858,272694.0,2021-04-19
2023,70922,6,1998373,333062.2,2023-12-01
2022,98700,14,1733618,123829.9,2022-12-17
2020,75993,18,3386448,188136.0,2020-12-30
2022,115155,19,3195336,168175.6,2022-12-27
2022,72014,15,5792826,386188.4,2022-11-06
2023,66165,61,33358411,546859.2,2023-11-20
2022,115705,3,362575,120858.3,2022-10-18
2020,64334,5,752840,150568.0,2020-11-08
2021,70576,9,2878100,319788.9,2021-12-08
2024,75038,2,211300,105650.0,2024-03-29
2022,114351,16,1990122,124382.6,2022-07-26
2019,53629,2,1226000,613000.0,2019-09-14
2020,57379,4,1630539,407634.8,2020-12-31
2022,64620,36,15698703,436075.1,2022-12-29
2021,85064,9,4218730,468747.8,2021-12-22
2020,70504,6,1543000,257166.7,2020-10-01
2021,76849,14,1399147,99939.1,2021-10-29
2021,76093,32,6937104,216784.5,2021-12-24
2020,58489,35,3639176,103976.5,2020-12-24
2022,117761,2,286300,143150.0,2022-12-21
2024,106287,3,337300,112433.3,2024-05-13
2024,62478,2,419746,209873.0,2024-05-06
2020,66317,9,2004447,222716.3,2020-12-15
2023,94137,6,1074419,179069.8,2023-05-13
2022,105544,7,222556,31793.7,2022-12-26
2020,72710,9,2644446,293827.3,2020-11-26
2024,115067,3,1489200,496400.0,2024-04-01
2022,107252,12,2571460,214288.3,2022-10-25
2023,99198,11,2124179,193107.2,2023-07-17
2021,82515,2,153700,76850.0,2021-09-19
2019,54711,19,4332985,228051.8,2019-12-08
2023,63875,34,10204667,300137.3,2023-12-13
2023,67364,24,5443950,226831.3,2023-12-25
2024,60257,4,466800,116700.0,2024-04-16
2023,102520,13,5242039,403233.8,2023-12-23
2023,79672,18,10078226,559901.4,2023-12-28
2020,60769,4,1644250,411062.5,2020-12-27
2018,58583,6,1653000,275500.0,2018-12-29
2023,114093,5,1536900,307380.0,2023-09-30
2024,94678,1,452000,452000.0,2024-01-06
2022,67300,14,2306266,164733.3,2022-12-24
2019,62005,8,1911120,238890.0,2019-08-19
2022,81327,12,1364163,113680.3,2022-11-05
2022,61616,20,10721435,536071.8,2022-09-23
2024,66432,10,5859400,585940.0,2024-05-07
2024,59710,12,1280200,106683.3,2024-04-23
2021,81595,9,1213031,134781.2,2021-04-20
2022,94399,1,52000,52000.0,2022-01-19
2022,66902,20,5654429,282721.5,2022-11-22
2022,62602,21,3051486,145308.9,2022-12-28
2021,98523,1,535548,535548.0,2021-10-17
2019,54806,8,1015560,126945.0,2019-05-12
2024,115329,6,1020400,170066.7,2024-04-12
2020,57281,10,3900900,390090.0,2020-12-02
2021,66522,24,3870548,161272.8,2021-12-18
2023,100221,32,12350608,385956.5,2023-12-14
2023,120048,6,1329499,221583.2,2023-12-15
2022,103652,12,2260215,188351.3,2022-05-02
2021,76172,11,3662900,332990.9,2021-12-23
2019,55585,10,915854,91585.4,2019-12-01
2024,80488,7,1757200,251028.6,2024-04-15
2024,122921,13,3986800,306676.9,2024-04-09
2023,120965,4,762600,190650.0,2023-11-22
2023,81837,5,508300,101660.0,2023-12-13
2022,61950,11,2780497,252772.5,2022-11-30
2021,86296,4,1761176,440294.0,2021-10-05
2019,53080,1,238240,238240.0,2019-02-06
2021,100216,7,3550257,507179.6,2021-12-20
2022,70571,4,1136468,284117.0,2022-12-04
2024,57272,1,139200,139200.0,2024-05-12
2024,110237,7,1924900,274985.7,2024-03-28
2020,59139,22,6272884,285131.1,2020-12-25
2022,110192,1,382178,382178.0,2022-02-12
2022,106993,4,947917,236979.3,2022-11-14
2024,110309,3,1599200,533066.7,2024-05-09
2020,60867,12,4074499,339541.6,2020-10-21
2019,58170,11,4591065,417369.5,2019-12-01
2018,57922,9,1665300,185033.3,2018-12-29
2022,63501,9,2304621,256069.0,2022-11-01
2022,111155,1,415000,415000.0,2022-03-15
2021,102794,20,8156061,407803.1,2021-12-30
2021,57280,56,10066244,179754.4,2021-12-25
2023,119085,8,6585934,823241.8,2023-12-19
2023,80999,24,6883177,286799.0,2023-10-18
2024,111364,19,7551163,397429.6,2024-05-05
2022,60745,27,20527717,760285.8,2022-12-31
2020,59127,13,3646167,280474.4,2020-12-29
2024,114914,2,407100,203550.0,2024-03-05
2021,65775,7,1561230,223032.9,2021-10-13
2021,63466,23,3905822,169818.3,2021-12-30
2023,64783,1,1266526,1266526.0,2023-04-08
2020,55171,5,1610525,322105.0,2020-09-25
2023,62341,14,2880346,205739.0,2023-07-30
2020,84482,7,1634878,233554.0,2020-11-06
2022,72654,14,6618615,472758.2,2022-12-18
2023,90111,12,1007094,83924.5,2023-09-17
2021,57952,16,10032028,627001.8,2021-12-22
2018,59105,2,334800,167400.0,2018-12-23
2023,117977,3,231200,77066.7,2023-12-02
2019,60071,9,836625,92958.3,2019-12-25
2021,91972,28,10640394,380014.1,2021-11-28
2019,68520,7,940490,134355.7,2019-12-21
2023,64988,18,9055793,503099.6,2023-11-21
2022,115501,3,293358,97786.0,2022-10-01
2023,79881,34,13904727,408962.6,2023-12-04
2024,62913,12,7897900,658158.3,2024-05-04
2020,59575,10,606522,60652.2,2020-09-07
2019,57154,19,4007156,210902.9,2019-12-27
2019,65574,2,575000,287500.0,2019-06-30
2022,69309,12,2246920,187243.3,2022-12-26
2021,88661,3,477700,159233.3,2021-06-19
2023,94720,2,723400,361700.0,2023-05-11
2021,63183,4,487200,121800.0,2021-06-18
2020,64428,14,2245448,160389.1,2020-12-21
2022,64668,2,500900,250450.0,2022-06-24
2024,82731,29,18732237,645939.2,2024-05-13
2022,111648,24,6305802,262741.8,2022-10-30
2023,65723,9,1652000,183555.6,2023-10-13
2024,124281,10,2569000,256900.0,2024-04-27
2022,112641,24,8022890,334287.1,2022-12-27
2019,63238,9,1723500,191500.0,2019-11-11
2022,98260,3,306400,102133.3,2022-02-27
2024,106381,5,1242200,248440.0,2024-03-22
2021,68713,8,1705468,213183.5,2021-09-22
2020,57482,8,2351193,293899.1,2020-12-12
2024,121465,2,467800,233900.0,2024-03-13
2021,80527,11,1770923,160993.0,2021-12-24
2024,67798,2,1891079,945539.5,2024-04-24
2021,103063,13,3105604,238892.6,2021-12-22
2019,64721,3,407000,135666.7,2019-06-01
2024,115096,5,1410000,282000.0,2024-05-11
2023,119722,2,469300,234650.0,2023-12-18
2021,54725,22,7499763,340898.3,2021-12-13
2021,65693,19,1945550,102397.4,2021-10-17
2021,62752,6,653194,108865.7,2021-07-18
2021,63229,7,728931,104133.0,2021-12-11
2021,69816,5,728447,145689.4,2021-06-26
2023,87662,19,2868200,150957.9,2023-12-21
2022,86389,2,286500,143250.0,2022-07-05
2019,62269,5,997565,199513.0,2019-12-07
2021,100150,4,961000,240250.0,2021-12-29
2022,101414,22,9580507,435477.6,2022-11-17
2020,57936,3,1975904,658634.7,2020-11-17
2023,111576,1,72100,72100.0,2023-01-21
2023,118370,14,6130006,437857.6,2023-12-31
2022,60998,7,2123213,303316.1,2022-12-04
2019,58698,1,128000,128000.0,2019-04-15
2020,86885,9,2878510,319834.4,2020-12-30
2021,63189,2,181427,90713.5,2021-08-18
2020,61561,4,278355,69588.8,2020-06-14
2021,72213,3,681069,227023.0,2021-01-22
2020,72210,7,784427,112061.0,2020-10-26
2024,119777,3,768000,256000.0,2024-04-17
2022,70049,5,11304318,2260863.6,2022-04-16
2021,60466,7,564200,80600.0,2021-12-18
2023,72710,25,5043164,201726.6,2023-12-07
2022,106685,1,165700,165700.0,2022-02-23
2023,114507,13,4575808,351985.2,2023-12-23
2020,68956,14,3989792,284985.1,2020-12-13
2020,69485,12,4299400,358283.3,2020-12-24
2022,113805,2,218495,109247.5,2022-06-14
2024,79817,12,2262700,188558.3,2024-03-11
2023,102478,3,709350,236450.0,2023-11-22
2019,64667,3,479000,159666.7,2019-10-13
2021,30561,6,1175318,195886.3,2021-02-26
2021,65668,8,929607,116200.9,2021-12-09
2023,101460,6,3813978,635663.0,2023-12-24
2021,62458,13,2213339,170256.8,2021-10-07
2022,74657,11,5078075,461643.2,2022-12-16
2021,53422,4,1715200,428800.0,2021-11-28
2022,65278,1,160596,160596.0,2022-05-17
2022,111411,4,599815,149953.8,2022-05-21
2021,92947,10,3697942,369794.2,2021-11-27
2018,57385,3,458620,152873.3,2018-12-09
2022,76504,1,1733435,1733435.0,2022-09-30
2020,59045,4,701225,175306.3,2020-09-28
2020,79327,7,1252822,178974.6,2020-07-12
2020,59316,1,1300000,1300000.0,2020-10-05
2021,99316,7,925247,132178.1,2021-08-29
2022,84406,11,2840050,258186.4,2022-05-23
2023,109844,12,4650371,387530.9,2023-12-18
2023,114550,3,752999,250999.7,2023-02-15
2021,57315,38,13827055,363869.9,2021-12-02
2022,71884,7,1722458,246065.4,2022-08-17
2023,92912,6,2228191,371365.2,2023-12-17
2022,103028,5,816600,163320.0,2022-12-27
2021,66173,2,760000,380000.0,2021-12-05
2022,115044,6,786388,131064.7,2022-12-11
2021,88080,8,707413,88426.6,2021-12-30
2022,70670,7,1496898,213842.6,2022-12-17
2021,67304,5,660627,132125.4,2021-04-19
2020,64729,9,1163344,129260.4,2020-12-10
2022,107706,6,1256880,209480.0,2022-12-09
2023,65593,2,555400,277700.0,2023-10-10
2019,62918,7,881995,125999.3,2019-11-19
2020,57248,7,1001674,143096.3,2020-03-16
2021,58759,3,828131,276043.7,2021-03-28
2024,99328,3,1324800,441600.0,2024-04-07
2020,74719,3,799500,266500.0,2020-12-20
2020,69490,8,2226517,278314.6,2020-12-29
2023,114639,3,3599003,1199667.7,2023-02-04
2021,64488,10,1533632,153363.2,2021-12-22
2021,107243,1,58140,58140.0,2021-12-24
2023,55681,12,9817543,818128.6,2023-12-05
2018,59340,5,871000,174200.0,2018-12-30
2022,63781,11,4238662,385332.9,2022-07-31
2024,79136,16,3918700,244918.8,2024-05-08
2024,120225,1,134200,134200.0,2024-02-08
2023,114526,4,1604845,401211.3,2023-10-14
2020,60830,20,3303562,165178.1,2020-12-06
2021,69195,36,4116091,114335.9,2021-12-26
2020,71397,5,1390673,278134.6,2020-12-21
2021,90901,10,2225128,222512.8,2021-09-15
2018,29126,21,5734480,273070.5,2018-12-29
2024,123922,7,617500,88214.3,2024-02-03
2024,118059,16,663700,41481.3,2024-05-13
2020,63066,9,1974125,219347.2,2020-12-24
2024,124294,6,654400,109066.7,2024-02-07
2022,71661,4,702304,175576.0,2022-07-20
2020,76137,6,914304,152384.0,2020-12-06
2020,70628,25,5695726,227829.0,2020-12-24
2020,70007,4,1559232,389808.0,2020-03-16
2020,57907,6,750493,125082.2,2020-11-09
2020,74178,6,182211,30368.5,2020-03-13
2020,54561,4,1259200,314800.0,2020-11-30
2021,77951,37,3907728,105614.3,2021-12-19
2023,64092,4,238600,59650.0,2023-12-23
2021,96808,1,365000,365000.0,2021-06-16
2020,76051,19,1476493,77710.2,2020-12-30
2021,70918,9,3460969,384552.1,2021-11-29
2024,124102,6,675100,112516.7,2024-03-28
2023,98161,6,1112365,185394.2,2023-08-02
2019,66277,5,1600000,320000.0,2019-12-12
2020,55946,45,10131842,225152.0,2020-12-23
2019,57876,14,5777840,412702.9,2019-12-15
2018,58142,2,438000,219000.0,2018-12-31
2021,103056,4,1518120,379530.0,2021-11-24
2021,69590,8,719800,89975.0,2021-12-30
2022,62756,10,2033100,203310.0,2022-03-10
2024,68365,2,1186933,593466.5,2024-02-13
2019,65955,14,1772665,126618.9,2019-12-13
2021,82853,11,2337122,212465.6,2021-12-09
2018,29173,4,1015000,253750.0,2018-12-20
2021,82549,17,4202260,247191.8,2021-07-30
2021,81138,10,1127529,112752.9,2021-12-18
2021,91308,3,481211,160403.7,2021-05-30
2021,59873,19,3428129,180427.8,2021-12-29
2022,82148,6,1563750,260625.0,2022-12-18
2021,75063,7,2337594,333942.0,2021-06-29
2021,70234,3,673970,224656.7,2021-09-13
